raceId,driverId,position,champ_pos,year
38,9,6,8,2007
38,15,7,7,2007
38,21,8,6,2007
38,5,9,10,2007
38,3,10,9,2007
38,25,11,12,2007
38,23,12,11,2007
38,22,13,14,2007
38,27,14,18,2007
38,16,15,20,2007
38,19,16,21,2007
38,17,\N,13,2007
38,14,\N,0,2007
38,11,\N,15,2007
38,24,\N,17,2007
38,18,\N,16,2007
38,26,\N,19,2007
39,13,1,3,2007
39,1,2,1,2007
39,4,3,2,2007
39,9,4,6,2007
39,14,5,9,2007
39,3,6,8,2007
39,5,7,11,2007
39,11,8,12,2007
39,21,9,7,2007
39,22,10,15,2007
39,19,11,17,2007
39,18,12,18,2007
39,16,13,19,2007
39,27,14,20,2007
39,2,\N,5,2007
39,23,\N,13,2007
39,24,\N,21,2007
39,26,\N,22,2007
39,8,\N,4,2007
39,15,\N,10,2007
39,17,\N,16,2007
39,25,\N,14,2007
40,4,1,1,2007
40,1,2,2,2007
40,13,3,3,2007
40,21,4,6,2007
40,9,5,7,2007
40,2,6,5,2007
40,25,7,12,2007
40,8,8,4,2007
40,26,9,15,2007
40,22,10,16,2007
40,18,11,18,2007
40,3,12,8,2007
40,5,13,11,2007
40,14,14,9,2007
40,15,15,10,2007
40,23,16,14,2007
40,11,17,13,2007
40,19,18,19,2007
40,27,19,21,2007
40,16,\N,20,2007
40,17,\N,17,2007
40,24,\N,22,2007
41,1,1,1,2007
41,2,2,5,2007
41,25,3,8,2007
41,5,4,9,2007
41,8,5,4,2007
41,11,6,12,2007
41,4,7,2,2007
41,23,8,14,2007
41,17,9,15,2007
41,3,10,10,2007
41,19,11,18,2007
41,22,12,17,2007
41,15,\N,13,2007
41,24,\N,22,2007
41,27,\N,21,2007
41,14,\N,11,2007
41,9,\N,7,2007
41,16,\N,20,2007
41,26,\N,16,2007
41,18,\N,19,2007
41,13,\N,3,2007
41,21,\N,6,2007
42,1,1,1,2007
42,4,2,2,2007
42,13,3,3,2007
42,8,4,4,2007
42,5,5,8,2007
42,15,6,10,2007
42,17,7,14,2007
42,20,8,16,2007
42,21,9,6,2007
42,25,10,9,2007
42,19,11,19,2007
42,18,12,20,2007
42,26,13,17,2007
42,16,14,21,2007
42,27,15,22,2007
42,3,16,11,2007
42,24,17,23,2007
42,2,\N,5,2007
42,11,\N,13,2007
42,14,\N,12,2007
42,22,\N,18,2007
42,23,\N,15,2007
43,8,1,4,2007
43,13,2,3,2007
43,1,3,1,2007
43,9,4,6,2007
43,2,5,5,2007
43,21,6,7,2007
43,4,7,2,2007
43,18,8,16,2007
43,3,9,11,2007
43,23,10,15,2007
43,22,11,19,2007
43,17,12,14,2007
43,14,13,12,2007
43,25,14,9,2007
43,5,15,8,2007
43,11,16,13,2007
43,16,17,21,2007
43,26,\N,18,2007
43,27,\N,22,2007
43,19,\N,20,2007
43,15,\N,10,2007
43,24,\N,23,2007
44,8,1,3,2007
44,4,2,2,2007
44,1,3,1,2007
44,9,4,6,2007
44,13,5,4,2007
44,2,6,5,2007
44,5,7,8,2007
44,21,8,7,2007
44,22,9,18,2007
44,18,10,16,2007
44,14,11,12,2007
44,3,12,11,2007
44,25,13,9,2007
44,11,14,13,2007
44,27,15,22,2007
44,24,16,23,2007
44,15,\N,10,2007
44,19,\N,20,2007
44,26,\N,19,2007
44,23,\N,15,2007
44,16,\N,21,2007
44,17,\N,14,2007
45,4,1,2,2007
45,13,2,3,2007
45,17,3,10,2007
45,25,4,9,2007
45,14,5,11,2007
45,2,6,5,2007
45,9,7,6,2007
45,5,8,8,2007
45,1,9,1,2007
45,21,10,7,2007
45,22,11,18,2007
45,19,12,20,2007
45,15,13,12,2007
45,8,\N,4,2007
45,11,\N,14,2007
45,23,\N,15,2007
45,28,\N,0,2007
45,18,\N,16,2007
45,16,\N,21,2007
45,3,\N,13,2007
45,26,\N,19,2007
45,24,\N,23,2007
46,1,1,1,2007
46,8,2,3,2007
46,2,3,5,2007
46,4,4,2,2007
46,9,5,6,2007
46,23,6,14,2007
46,3,7,12,2007
46,5,8,8,2007
46,17,9,10,2007
46,15,10,13,2007
46,14,11,11,2007
46,21,12,7,2007
46,13,13,4,2007
46,25,14,9,2007
46,11,15,15,2007
46,20,16,17,2007
46,16,17,21,2007
46,22,18,18,2007
46,24,\N,23,2007
46,19,\N,20,2007
46,18,\N,16,2007
46,29,\N,0,2007
47,13,1,3,2007
47,8,2,4,2007
47,4,3,2,2007
47,2,4,5,2007
47,1,5,1,2007
47,5,6,7,2007
47,3,7,10,2007
47,9,8,6,2007
47,21,9,8,2007
47,14,10,12,2007
47,25,11,9,2007
47,23,12,14,2007
47,18,13,16,2007
47,19,14,20,2007
47,24,15,23,2007
47,15,16,13,2007
47,22,17,18,2007
47,11,18,15,2007
47,20,19,17,2007
47,29,20,24,2007
47,16,21,21,2007
47,17,\N,11,2007
48,4,1,2,2007
48,1,2,1,2007
48,8,3,3,2007
48,2,4,5,2007
48,9,5,6,2007
48,3,6,10,2007
48,5,7,7,2007
48,18,8,16,2007
48,17,9,11,2007
48,22,10,18,2007
48,15,11,13,2007
48,21,12,8,2007
48,25,13,9,2007
48,19,14,20,2007
48,23,15,14,2007
48,11,16,15,2007
48,24,17,23,2007
48,20,18,17,2007
48,16,19,21,2007
48,29,20,24,2007
48,13,\N,4,2007
48,14,\N,12,2007
49,8,1,3,2007
49,13,2,4,2007
49,4,3,2,2007
49,1,4,1,2007
49,2,5,5,2007
49,3,6,9,2007
49,17,7,11,2007
49,5,8,7,2007
49,9,9,6,2007
49,23,10,14,2007
49,15,11,13,2007
49,24,12,21,2007
49,22,13,18,2007
49,16,14,22,2007
49,11,15,15,2007
49,19,16,20,2007
49,29,17,24,2007
49,18,\N,16,2007
49,25,\N,10,2007
49,14,\N,12,2007
49,20,\N,17,2007
49,21,\N,8,2007
50,1,1,1,2007
50,5,2,7,2007
50,8,3,3,2007
50,14,4,11,2007
50,21,5,8,2007
50,13,6,4,2007
50,9,7,6,2007
50,16,8,17,2007
50,24,9,20,2007
50,22,10,19,2007
50,18,11,16,2007
50,29,12,23,2007
50,15,13,13,2007
50,2,14,5,2007
50,11,15,15,2007
50,23,\N,14,2007
50,19,\N,22,2007
50,3,\N,9,2007
50,20,\N,18,2007
50,17,\N,12,2007
50,4,\N,2,2007
50,25,\N,10,2007
51,8,1,3,2007
51,4,2,2,2007
51,13,3,4,2007
51,20,4,14,2007
51,18,5,15,2007
51,24,6,18,2007
51,2,7,5,2007
51,14,8,10,2007
51,5,9,7,2007
51,17,10,12,2007
51,21,11,8,2007
51,25,12,11,2007
51,15,13,13,2007
51,11,14,17,2007
51,22,15,20,2007
51,3,16,9,2007
51,29,17,23,2007
51,9,\N,6,2007
51,1,\N,1,2007
51,23,\N,16,2007
51,16,\N,19,2007
51,19,\N,22,2007
52,8,1,1,2007
52,13,2,4,2007
52,4,3,3,2007
52,3,4,9,2007
52,9,5,6,2007
52,2,6,5,2007
52,1,7,2,2007
52,15,8,13,2007
52,14,9,10,2007
52,6,10,22,2007
52,23,11,16,2007
52,11,12,17,2007
52,24,13,18,2007
52,19,14,23,2007
52,16,\N,19,2007
52,22,\N,20,2007
52,5,\N,7,2007
52,20,\N,14,2007
52,18,\N,15,2007
52,17,\N,12,2007
52,29,\N,24,2007
52,21,\N,8,2007
53,4,1,1,2006
53,30,2,2,2006
53,8,3,3,2006
53,18,4,4,2006
53,31,5,5,2006
53,17,6,6,2006
53,3,7,7,2006
53,32,8,8,2006
53,13,9,9,2006
53,14,10,10,2006
53,24,11,11,2006
53,2,12,12,2006
53,26,13,13,2006
53,23,14,14,2006
53,22,15,15,2006
53,15,16,16,2006
53,33,17,17,2006
53,11,18,18,2006
53,34,\N,0,2006
53,35,\N,0,2006
53,21,\N,0,2006
53,27,\N,0,2006
54,21,1,4,2006
54,4,2,1,2006
54,18,3,3,2006
54,31,4,5,2006
54,13,5,7,2006
54,30,6,2,2006
54,35,7,10,2006
54,23,8,11,2006
54,15,9,13,2006
54,22,10,14,2006
54,24,11,16,2006
54,27,12,17,2006
54,33,13,19,2006
54,11,14,21,2006
54,2,\N,18,2006
54,26,\N,20,2006
54,34,\N,0,2006
54,32,\N,12,2006
54,17,\N,8,2006
54,14,\N,15,2006
54,3,\N,9,2006
54,8,\N,6,2006
55,4,1,1,2006
55,8,2,3,2006
55,23,3,7,2006
55,2,4,8,2006
55,21,5,2,2006
55,35,6,9,2006
55,22,7,12,2006
55,14,8,14,2006
55,26,9,16,2006
55,18,10,5,2006
55,27,11,19,2006
55,11,12,20,2006
55,34,13,22,2006
55,31,\N,6,2006
55,33,\N,21,2006
55,24,\N,18,2006
55,30,\N,4,2006
55,17,\N,11,2006
55,32,\N,15,2006
55,15,\N,17,2006
55,3,\N,13,2006
55,13,\N,10,2006
56,30,1,2,2006
56,4,2,1,2006
56,31,3,5,2006
56,13,4,7,2006
56,8,5,3,2006
56,17,6,9,2006
56,18,7,6,2006
56,21,8,4,2006
56,23,9,8,2006
56,22,10,12,2006
56,3,11,13,2006
56,35,12,11,2006
56,2,13,10,2006
56,24,14,18,2006
56,26,15,16,2006
56,33,16,21,2006
56,14,\N,14,2006
56,11,\N,20,2006
56,32,\N,15,2006
56,34,\N,22,2006
56,15,\N,17,2006
56,27,\N,19,2006
57,30,1,2,2006
57,4,2,1,2006
57,13,3,5,2006
57,8,4,3,2006
57,22,5,9,2006
57,21,6,4,2006
57,3,7,13,2006
57,35,8,11,2006
57,15,9,16,2006
57,2,10,12,2006
57,26,11,17,2006
57,33,12,20,2006
57,27,13,19,2006
57,23,\N,8,2006
57,31,\N,6,2006
57,11,\N,21,2006
57,36,\N,0,2006
57,18,\N,7,2006
57,32,\N,15,2006
57,17,\N,10,2006
57,14,\N,14,2006
57,24,\N,18,2006
58,4,1,1,2006
58,30,2,2,2006
58,21,3,4,2006
58,13,4,5,2006
58,8,5,3,2006
58,18,6,6,2006
58,22,7,8,2006
58,2,8,10,2006
58,17,9,11,2006
58,15,10,16,2006
58,3,11,13,2006
58,35,12,12,2006
58,32,13,15,2006
58,14,14,14,2006
58,24,15,18,2006
58,33,16,20,2006
58,11,17,21,2006
58,27,\N,19,2006
58,26,\N,17,2006
58,23,\N,9,2006
58,31,\N,7,2006
58,36,\N,0,2006
59,4,1,1,2006
59,31,2,5,2006
59,14,3,11,2006
59,22,4,8,2006
59,30,5,2,2006
59,21,6,3,2006
59,2,7,10,2006
59,23,8,9,2006
59,13,9,6,2006
59,24,10,18,2006
59,18,11,7,2006
59,27,12,19,2006
59,26,13,17,2006
59,35,14,13,2006
59,33,15,20,2006
59,36,16,23,2006
59,15,17,16,2006
59,32,\N,15,2006
59,3,\N,14,2006
59,8,\N,4,2006
59,17,\N,12,2006
59,11,\N,21,2006
60,4,1,1,2006
60,30,2,2,2006
60,8,3,3,2006
60,21,4,4,2006
60,13,5,6,2006
60,31,6,5,2006
60,2,7,9,2006
60,35,8,12,2006
60,3,9,14,2006
60,22,10,8,2006
60,15,11,16,2006
60,14,12,11,2006
60,24,13,18,2006
60,32,14,15,2006
60,27,15,19,2006
60,33,16,20,2006
60,11,17,21,2006
60,36,18,23,2006
60,18,\N,7,2006
60,26,\N,17,2006
60,23,\N,10,2006
60,17,\N,13,2006
61,4,1,1,2006
61,30,2,2,2006
61,8,3,3,2006
61,21,4,4,2006
61,13,5,5,2006
61,15,6,15,2006
61,2,7,9,2006
61,14,8,11,2006
61,18,9,7,2006
61,26,10,17,2006
61,32,11,16,2006
61,17,12,13,2006
61,24,13,18,2006
61,33,14,20,2006
61,11,15,21,2006
61,35,\N,12,2006
61,23,\N,10,2006
61,31,\N,6,2006
61,22,\N,8,2006
61,36,\N,23,2006
61,3,\N,14,2006
61,27,\N,19,2006
62,30,1,2,2006
62,13,2,5,2006
62,21,3,3,2006
62,15,4,12,2006
62,4,5,1,2006
62,22,6,8,2006
62,14,7,10,2006
62,24,8,16,2006
62,3,9,15,2006
62,23,\N,11,2006
62,27,\N,19,2006
62,35,\N,13,2006
62,33,\N,20,2006
62,11,\N,21,2006
62,18,\N,7,2006
62,8,\N,4,2006
62,2,\N,9,2006
62,31,\N,6,2006
62,17,\N,14,2006
62,26,\N,18,2006
62,32,\N,17,2006
62,36,\N,23,2006
63,30,1,2,2006
63,4,2,1,2006
63,13,3,5,2006
63,23,4,9,2006
63,8,5,4,2006
63,21,6,3,2006
63,37,7,16,2006
63,2,8,10,2006
63,14,9,11,2006
63,26,10,19,2006
63,35,11,13,2006
63,32,12,18,2006
63,24,13,17,2006
63,3,14,15,2006
63,27,15,20,2006
63,36,16,24,2006
63,18,\N,7,2006
63,17,\N,14,2006
63,15,\N,12,2006
63,22,\N,8,2006
63,33,\N,21,2006
63,11,\N,22,2006
64,30,1,2,2006
64,13,2,3,2006
64,8,3,5,2006
64,18,4,7,2006
64,4,5,1,2006
64,21,6,4,2006
64,15,7,12,2006
64,32,8,17,2006
64,23,9,9,2006
64,24,10,18,2006
64,14,11,11,2006
64,26,12,19,2006
64,17,\N,14,2006
64,11,\N,22,2006
64,35,\N,13,2006
64,22,\N,8,2006
64,2,\N,10,2006
64,37,\N,16,2006
64,29,\N,0,2006
64,3,\N,15,2006
64,27,\N,20,2006
64,33,\N,21,2006
65,18,1,6,2006
65,37,2,12,2006
65,2,3,9,2006
65,22,4,8,2006
65,14,5,11,2006
65,23,6,10,2006
65,13,7,3,2006
65,30,8,2,2006
65,33,9,20,2006
65,27,10,21,2006
65,26,11,19,2006
65,15,12,13,2006
65,11,13,22,2006
65,4,\N,1,2006
65,8,\N,5,2006
65,24,\N,18,2006
65,3,\N,16,2006
65,21,\N,4,2006
65,32,\N,17,2006
65,17,\N,15,2006
65,29,\N,0,2006
65,9,\N,0,2006
66,13,1,3,2006
66,4,2,1,2006
66,30,3,2,2006
66,18,4,6,2006
66,37,5,11,2006
66,21,6,4,2006
66,23,7,10,2006
66,22,8,8,2006
66,15,9,13,2006
66,17,10,15,2006
66,32,11,17,2006
66,9,12,23,2006
66,26,13,19,2006
66,2,14,9,2006
66,14,15,12,2006
66,27,\N,21,2006
66,11,\N,22,2006
66,3,\N,16,2006
66,29,\N,0,2006
66,24,\N,18,2006
66,8,\N,5,2006
66,33,\N,20,2006
67,30,1,2,2006
67,8,2,5,2006
67,9,3,15,2006
67,21,4,4,2006
67,18,5,6,2006
67,22,6,8,2006
67,15,7,13,2006
67,2,8,9,2006
67,13,9,3,2006
67,17,10,16,2006
67,32,11,18,2006
67,14,12,12,2006
67,26,13,20,2006
67,24,14,19,2006
67,23,15,10,2006
67,11,16,23,2006
67,27,17,22,2006
67,33,\N,21,2006
67,4,\N,1,2006
67,37,\N,11,2006
67,29,\N,0,2006
67,3,\N,17,2006
68,30,1,1,2006
68,4,2,2,2006
68,21,3,3,2006
68,18,4,6,2006
68,37,5,10,2006
68,22,6,7,2006
68,2,7,9,2006
68,17,8,14,2006
68,14,9,12,2006
68,24,10,19,2006
68,3,11,17,2006
68,38,12,24,2006
68,9,13,16,2006
68,26,14,20,2006
68,27,15,22,2006
68,29,16,27,2006
68,23,\N,11,2006
68,13,\N,4,2006
68,15,\N,13,2006
68,33,\N,21,2006
68,8,\N,5,2006
68,11,\N,23,2006
69,4,1,1,2006
69,13,2,3,2006
69,21,3,4,2006
69,18,4,6,2006
69,8,5,5,2006
69,15,6,12,2006
69,23,7,10,2006
69,2,8,9,2006
69,9,9,16,2006
69,3,10,17,2006
69,37,11,11,2006
69,22,12,7,2006
69,38,13,24,2006
69,24,14,19,2006
69,11,15,23,2006
69,33,16,21,2006
69,29,17,27,2006
69,26,18,20,2006
69,17,\N,14,2006
69,30,\N,2,2006
69,14,\N,13,2006
69,27,\N,22,2006
70,13,1,3,2006
70,4,2,1,2006
70,18,3,6,2006
70,30,4,2,2006
70,8,5,5,2006
70,21,6,4,2006
70,22,7,7,2006
70,37,8,11,2006
70,9,9,16,2006
70,11,10,23,2006
70,26,11,20,2006
70,38,12,24,2006
70,24,13,19,2006
70,27,14,22,2006
70,33,15,21,2006
70,29,16,26,2006
70,2,17,9,2006
70,14,\N,13,2006
70,15,\N,12,2006
70,23,\N,10,2006
70,17,\N,14,2006
70,3,\N,17,2006
71,21,1,1,2005
71,22,2,2,2005
71,4,3,3,2005
71,14,4,4,2005
71,17,5,5,2005
71,31,6,6,2005
71,32,7,7,2005
71,8,8,8,2005
71,15,9,9,2005
71,13,10,10,2005
71,18,\N,16,2005
71,23,12,11,2005
71,35,13,12,2005
71,11,\N,17,2005
71,39,15,13,2005
71,33,16,14,2005
71,40,17,15,2005
71,30,\N,18,2005
71,2,\N,19,2005
71,27,\N,20,2005
72,4,1,1,2005
72,15,2,3,2005
72,2,3,7,2005
72,31,4,6,2005
72,23,5,8,2005
72,14,6,5,2005
72,30,7,11,2005
72,32,8,10,2005
72,8,9,12,2005
72,13,10,13,2005
72,39,11,14,2005
72,33,12,15,2005
72,27,13,17,2005
72,22,\N,4,2005
72,21,\N,2,2005
72,17,\N,9,2005
72,35,\N,16,2005
72,18,\N,19,2005
72,19,\N,21,2005
72,40,\N,18,2005
73,4,1,1,2005
73,15,2,2,2005
73,8,3,8,2005
73,23,4,4,2005
73,37,5,11,2005
73,17,6,9,2005
73,13,7,13,2005
73,14,8,5,2005
73,22,9,6,2005
73,33,10,15,2005
73,35,11,16,2005
73,40,12,18,2005
73,27,13,19,2005
73,18,\N,20,2005
73,11,\N,21,2005
73,2,\N,10,2005
73,30,\N,14,2005
73,21,\N,3,2005
73,39,\N,17,2005
73,32,\N,12,2005
74,4,1,1,2005
74,30,2,4,2005
74,25,3,12,2005
74,35,4,13,2005
74,15,5,2,2005
74,2,6,5,2005
74,17,7,8,2005
74,24,8,17,2005
74,23,9,6,2005
74,13,10,16,2005
74,14,11,7,2005
74,39,12,19,2005
74,33,13,18,2005
74,27,\N,21,2005
74,22,\N,9,2005
74,8,\N,11,2005
74,40,\N,20,2005
74,21,\N,3,2005
74,18,\N,22,2005
74,11,\N,23,2005
75,8,1,3,2005
75,4,2,1,2005
75,15,3,2,2005
75,23,4,5,2005
75,21,5,4,2005
75,17,6,6,2005
75,31,7,8,2005
75,14,8,9,2005
75,22,9,11,2005
75,2,10,10,2005
75,13,11,16,2005
75,33,12,18,2005
75,39,13,19,2005
75,35,\N,13,2005
75,30,\N,7,2005
75,27,\N,21,2005
75,40,\N,20,2005
75,24,\N,17,2005
76,8,1,2,2005
