raceId,lap,p1_p2,p2_p3,p1_last
187,52,3.249,7.899,54.081
187,53,3.272,8.66,56.259
188,1,3.507,0.939,20.723
188,2,1.722,0.811,17.41
188,3,1.333,0.942,17.953
188,4,1.087,1.075,18.339
188,5,1.533,1.108,16.772
188,6,0.594,0.274,10.833
188,7,0.758,0.584,14.859
188,8,0.482,0.712,17.777
188,9,0.64,0.46,19.541
188,10,0.567,0.566,22.739
188,11,0.449,0.558,26.16
188,12,0.545,0.555,31.083
188,13,0.519,0.596,55.243
188,14,0.468,0.591,57.319
188,15,0.468,0.652,59.556
188,16,0.343,0.687,62.592
188,17,0.426,0.462,65.919
188,18,0.478,1.104,69.776
188,19,2.941,0.43,76.207
188,20,3.827,0.477,75.551
188,21,3.529,0.407,77.157
188,22,2.8,1.315,88.782
188,23,1.81,1.552,110.381
188,24,0.782,1.38,112.738
188,25,0.479,1.278,117.906
188,26,0.333,1.034,119.774
188,27,1.627,0.55,123.844
188,28,1.164,13.362,127.429
188,29,0.917,15.357,131.134
188,30,0.38,16.543,133.287
188,31,0.513,16.388,136.011
188,32,1.069,15.728,137.297
188,33,6.45,7.313,121.647
188,34,6.479,8.662,139.614
188,35,6.91,12.329,164.436
188,36,9.135,16.167,176.363
188,37,10.047,18.737,185.858
188,38,19.196,20.997,182.343
188,39,18.91,20.337,197.233
188,40,17.09,18.578,206.364
188,41,16.1,15.925,214.097
188,42,25.102,3.45,216.573
188,43,24.258,1.297,206.931
188,44,18.603,1.436,217.171
188,45,4.358,0.902,154.159
188,46,8.15,0.034,163.818
188,47,10.086,2.871,231.713
188,48,12.613,15.211,236.993
188,49,18.541,13.762,222.394
188,50,16.399,9.282,207.177
188,51,17.214,9.136,211.29
188,52,17.245,8.398,214.511
188,53,17.732,6.917,105.442
188,54,18.41,5.523,105.774
188,55,19.054,3.894,106.085
188,56,19.672,2.578,105.973
188,57,19.213,2.287,106.674
188,58,18.916,2.318,108.162
188,59,19.329,1.724,108.504
188,60,19.705,0.531,108.521
188,61,21.213,0.327,108.419
188,62,22.082,0.27,108.743
188,63,23.533,0.623,109.347
188,64,24.166,0.553,109.629
188,65,23.615,0.441,109.2
188,66,22.619,0.247,66.683
189,1,1.798,0.327,66.419
189,2,3.167,0.451,466.487
189,3,1.02,0.718,464.877
189,4,1.056,0.513,465.419
189,5,1.926,0.787,467.967
189,6,1.543,2.107,469.795
189,7,1.172,2.378,469.992
189,8,0.666,2.614,469.853
189,9,0.686,2.685,470.24
189,10,0.739,2.629,470.472
189,11,0.518,2.701,470.651
189,12,0.385,2.815,470.608
189,13,0.419,2.57,471.312
189,14,0.456,2.193,471.385
189,15,3.014,1.382,471.728
189,16,4.577,0.724,471.881
189,17,5.346,0.673,472.101
189,18,6.653,0.666,473.621
189,19,8.515,0.717,475.822
189,20,9.547,0.92,478.843
189,21,11.694,0.623,501.039
189,22,10.358,1.805,502.368
189,23,9.307,2.804,504.371
189,24,8.073,3.636,505.786
189,25,2.934,4.71,503.849
189,26,6.227,3.559,503.575
189,27,10.021,0.811,506.119
189,28,11.751,7.56,505.275
189,29,5.106,1.847,486.473
189,30,6.639,0.426,486.685
189,31,8.137,0.466,486.663
189,32,8.938,0.412,485.477
189,33,9.994,0.318,493.981
189,34,11.115,0.353,493.24
189,35,12.495,0.491,493.11
189,36,13.158,0.503,492.001
189,37,15.272,0.45,494.552
189,38,17.246,0.554,515.957
189,39,18.321,0.718,516.662
189,40,18.715,0.627,517.814
189,41,15.771,0.672,516.323
189,42,0.894,2.756,501.846
189,43,0.922,3.504,503.667
189,44,0.699,4.135,504.695
189,45,0.481,4.13,506.361
189,46,0.636,4.546,507.572
189,47,3.903,1.422,508.398
189,48,4.887,15.162,508.677
189,49,5.099,15.278,509.93
189,50,6.537,13.587,511.021
189,51,6.71,13.287,512.741
189,52,3.981,13.075,511.332
189,53,1.381,10.264,158.626
189,54,0.997,11.676,161.075
189,55,0.783,10.419,161.046
189,56,1.04,8.703,60.934
190,1,0.936,2.373,16.855
190,2,1.322,3.505,22.616
190,3,1.746,4.678,27.726
190,4,2.688,5.253,35.297
190,5,3.384,6.357,38.537
190,6,4.031,7.287,44.167
190,7,4.629,8.632,49.537
190,8,4.954,9.985,55.084
190,9,5.528,10.972,60.582
190,10,5.985,12.332,64.829
190,11,6.386,13.552,68.606
190,12,6.673,14.806,72.777
190,13,6.653,16.687,81.724
190,14,6.812,18.269,85.828
190,15,6.858,19.619,89.712
190,16,7.466,22.532,108.246
190,17,8.318,24.467,114.208
190,18,8.288,25.466,116.814
190,19,6.838,25.408,125.502
190,20,10.87,15.901,124.084
190,21,9.511,17.992,127.264
190,22,8.067,18.985,129.35
190,23,7.578,14.595,126.168
190,24,7.257,30.954,130.188
190,25,6.578,31.564,134.424
190,26,6.487,34.112,138.58
190,27,6.533,36.822,142.151
190,28,6.838,39.88,147.159
190,29,6.611,43.125,151.552
190,30,6.282,46.645,155.765
190,31,6.024,50.394,161.038
190,32,5.858,54.054,168.018
190,33,5.525,54.535,196.719
190,34,5.376,75.056,201.847
190,35,6.292,77.323,208.598
190,36,9.987,78.146,215.379
190,37,10.9,78.755,221.857
190,38,27.577,62.755,226.664
190,39,11.747,64.47,219.895
190,40,11.302,65.739,224.911
190,41,9.663,67.637,239.05
190,42,9.895,69.67,268.31
190,43,10.376,72.343,273.714
190,44,10.695,74.065,204.351
190,45,10.942,75.185,209.237
190,46,12.367,76.823,213.354
190,47,12.146,78.775,216.335
190,48,12.322,80.894,222.066
190,49,11.189,84.162,228.614
190,50,10.241,85.517,231.953
190,51,9.291,88.126,234.856
190,52,7.035,91.477,194.271
190,53,5.015,90.673,99.494
191,1,1.517,1.348,16.363
191,2,1.707,2.586,21.933
191,3,1.97,4.412,26.573
191,4,1.921,7.373,32.569
191,5,1.511,12.298,39.402
191,6,1.494,17.847,46.648
191,7,1.489,21.105,53.241
191,8,1.962,24.195,154.303
191,9,1.983,27.454,65.504
191,10,1.267,30.797,71.916
191,11,1.501,33.375,80.365
191,12,1.982,36.247,91.854
191,13,2.212,39.219,100.092
191,14,2.228,42.435,103.84
191,15,2.443,46.26,109.832
191,16,2.571,49.488,115.87
191,17,2.102,52.716,122.476
191,18,2.629,54.668,158.568
191,19,3.535,57.512,170.449
191,20,3.375,61.044,174.065
191,21,3.568,64.928,179.674
191,22,3.634,68.784,190.887
191,23,3.465,72.393,201.168
191,24,18.918,56.098,317.836
191,25,1.714,53.217,374.977
191,26,2.93,53.301,97.625
191,27,3.497,54.385,100.733
191,28,4.951,58.135,128.231
191,29,4.668,58.873,133.745
191,30,3.8,59.567,137.731
191,31,3.014,59.881,141.167
191,32,1.745,58.82,143.212
191,33,3.287,79.471,146.916
191,34,0.522,82.292,146.503
191,35,1.56,84.407,150.674
191,36,7.824,79.782,152.218
191,37,10.184,80.505,155.321
191,38,7.615,85.045,157.525
191,39,5.967,92.018,160.637
191,40,31.404,67.026,163.528
191,41,33.576,71.861,167.736
191,42,12.99,75.254,150.734
191,43,10.271,77.199,149.691
191,44,12.545,77.061,152.064
191,45,13.31,77.467,153.171
191,46,12.123,79.151,154.182
191,47,11.083,80.727,154.532
191,48,9.728,82.73,155.439
191,49,8.655,85.415,156.054
191,50,5.853,88.127,155.502
191,51,3.747,92.725,156.9
191,52,1.563,96.418,156.288
191,53,1.96,97.795,157.565
191,54,1.525,99.415,158.626
191,55,2.265,100.521,160.189
191,56,0.148,101.898,159.779
191,57,0.574,101.25,159.606
191,58,0.0,0.0,0.0
192,1,1.07,1.978,15.356
192,2,1.122,2.83,20.964
192,3,1.234,4.099,26.027
192,4,1.151,5.213,29.374
192,5,1.187,5.921,32.199
192,6,1.38,6.895,35.59
192,7,1.301,8.093,38.8
192,8,1.751,9.056,42.298
192,9,2.142,9.671,45.899
192,10,2.588,10.603,49.555
192,11,2.89,11.504,52.948
192,12,2.987,12.99,57.067
192,13,3.341,13.679,62.123
192,14,3.916,14.735,66.917
192,15,4.209,15.885,70.738
192,16,4.99,16.557,73.715
192,17,5.012,17.669,79.452
192,18,4.629,18.535,80.245
192,19,5.757,17.817,84.919
192,20,4.887,19.064,88.2
192,21,5.729,17.598,90.661
192,22,5.206,17.674,100.67
192,23,6.126,17.578,126.239
192,24,6.709,17.876,131.695
192,25,6.824,18.493,135.324
192,26,7.626,18.985,139.188
192,27,8.16,29.423,146.429
192,28,7.668,36.797,151.455
192,29,8.22,37.732,158.567
192,30,8.599,39.112,163.838
192,31,9.368,40.227,167.601
192,32,8.984,42.39,171.648
192,33,7.953,43.673,174.134
192,34,8.651,44.081,177.373
192,35,8.759,45.878,180.771
192,36,17.278,38.174,183.819
192,37,37.333,19.013,187.311
192,38,36.594,20.74,191.603
192,39,26.248,22.075,186.471
192,40,3.103,23.229,169.171
192,41,2.498,24.035,171.394
192,42,3.478,24.629,175.567
192,43,4.068,25.797,179.715
192,44,4.523,26.509,184.852
192,45,4.674,27.776,189.157
192,46,4.467,29.606,193.018
192,47,4.39,30.052,198.042
192,48,4.32,30.164,213.043
192,49,4.863,30.333,247.762
192,50,4.299,30.185,251.621
192,51,4.34,30.109,255.331
192,52,3.942,29.802,258.312
192,53,3.725,37.781,167.991
192,54,3.668,55.474,168.485
192,55,4.263,61.091,170.091
192,56,4.919,60.841,171.359
192,57,5.32,60.397,173.052
192,58,5.203,60.478,174.77
192,59,4.889,60.627,176.485
192,60,4.937,61.328,178.594
192,61,4.538,61.516,180.07
192,62,4.417,61.276,181.61
192,63,4.065,61.241,183.301
192,64,4.6,61.518,185.959
192,65,4.512,61.471,187.858
192,66,5.413,60.595,189.844
192,67,5.317,60.319,191.68
192,68,5.141,60.216,192.774
192,69,4.514,60.293,194.066
192,70,3.913,60.024,195.351
192,71,3.605,59.739,114.514
192,72,1.102,59.449,67.453
193,1,1.731,0.283,17.422
193,2,2.727,1.81,22.855
193,3,2.139,4.05,28.096
193,4,0.655,5.322,32.129
193,5,5.409,1.013,35.228
193,6,6.446,0.655,39.556
193,7,7.714,0.936,44.904
193,8,8.7,1.602,50.187
193,9,9.774,1.363,55.452
193,10,10.668,1.678,60.866
193,11,11.299,2.002,65.92
193,12,12.144,2.411,71.036
193,13,12.562,3.01,76.29
193,14,12.683,3.783,82.743
193,15,12.643,4.315,88.057
193,16,12.588,4.918,95.4
193,17,12.595,5.618,101.577
193,18,11.937,6.364,107.011
193,19,11.337,7.306,120.497
193,20,10.896,9.221,122.882
193,21,11.932,8.34,125.767
193,22,12.849,8.431,132.212
193,23,13.174,9.451,141.253
193,24,11.245,11.981,145.682
193,25,11.418,13.957,150.947
193,26,11.38,14.453,155.654
193,27,11.68,14.054,159.835
193,28,11.518,14.717,164.488
193,29,10.03,6.144,157.764
193,30,10.276,23.508,164.902
193,31,10.481,24.929,172.009
193,32,11.148,26.641,177.275
193,33,12.469,27.624,184.011
193,34,12.745,28.133,189.052
193,35,12.761,28.38,220.42
193,36,13.625,28.862,225.103
193,37,14.055,29.922,231.064
193,38,13.154,33.887,235.947
193,39,11.487,34.661,238.871
193,40,12.495,34.524,243.908
193,41,12.978,35.109,249.427
193,42,11.796,35.864,254.038
193,43,9.444,26.663,246.248
193,44,13.838,22.813,251.982
193,45,14.765,23.785,256.732
193,46,15.124,23.398,264.183
193,47,15.513,27.233,269.316
193,48,17.122,27.015,276.158
193,49,18.347,26.486,281.173
193,50,18.532,26.423,286.427
193,51,19.088,26.755,293.336
193,52,20.023,27.18,298.483
193,53,21.261,27.86,303.799
193,54,2.758,27.677,290.743
193,55,3.721,28.656,295.876
193,56,4.861,48.7,301.272
193,57,6.287,47.988,305.951
193,58,7.641,47.526,312.925
193,59,8.573,47.805,318.604
193,60,9.028,49.081,323.679
193,61,10.165,49.946,331.836
193,62,9.651,50.591,338.502
193,63,10.028,51.163,352.422
193,64,12.156,48.998,367.573
193,65,13.085,47.956,381.289
193,66,14.271,57.382,391.093
193,67,4.39,57.024,380.788
193,68,11.382,46.971,380.504
193,69,13.266,44.027,315.421
193,70,16.944,39.654,282.409
193,71,22.626,35.355,161.11
193,72,22.899,34.846,88.438
194,1,0.885,1.083,44.595
194,2,1.155,1.252,103.31
194,3,1.551,1.643,104.941
194,4,1.535,2.462,106.773
194,5,1.615,3.145,108.921
194,6,1.729,3.818,110.71
194,7,2.019,4.611,113.021
194,8,2.565,5.055,116.036
194,9,2.379,5.806,117.234
194,10,2.802,6.638,120.087
194,11,3.368,7.68,123.189
194,12,3.702,8.641,125.559
194,13,4.157,9.585,128.333
194,14,4.627,9.808,130.976
194,15,5.181,10.243,132.977
194,16,6.711,9.8,135.757
194,17,15.837,15.913,135.639
194,18,16.199,16.619,101.182
194,19,13.991,18.144,129.304
194,20,14.81,20.289,134.19
194,21,16.751,20.776,142.215
194,22,17.776,21.677,146.376
194,23,19.725,22.035,151.566
194,24,20.027,22.951,155.785
194,25,20.134,23.473,159.69
194,26,21.181,24.362,165.274
194,27,22.875,2.626,149.989
194,28,22.794,24.992,155.589
194,29,23.361,25.09,160.817
194,30,24.085,25.064,167.415
194,31,25.229,24.777,173.782
194,32,26.386,23.674,179.251
194,33,25.607,23.876,184.759
194,34,24.628,24.087,188.977
194,35,24.257,23.465,192.62
194,36,24.593,23.857,197.583
194,37,24.158,24.284,225.934
194,38,23.957,25.12,231.324
194,39,23.419,29.162,240.257
194,40,23.368,29.07,245.41
194,41,24.391,30.279,251.275
194,42,24.5,30.32,256.875
194,43,23.785,32.139,263.072
194,44,22.256,32.177,269.328
194,45,1.429,52.031,254.399
194,46,1.592,51.395,262.846
194,47,20.773,31.81,268.702
194,48,18.446,33.931,275.233
194,49,17.222,36.213,230.303
194,50,16.166,37.339,234.023
194,51,14.949,38.715,238.449
194,52,14.948,39.877,243.545
194,53,15.172,41.412,247.325
194,54,15.111,42.322,250.881
194,55,14.356,43.533,254.461
194,56,13.355,44.336,259.648
194,57,12.398,45.292,265.114
194,58,11.129,47.28,270.713
194,59,9.77,46.479,272.526
194,60,6.325,46.406,274.327
194,61,5.11,46.261,97.433
194,62,4.554,47.222,77.477
195,1,1.817,2.194,99.892
195,2,3.012,2.753,106.564
195,3,4.116,3.177,110.363
195,4,4.809,3.878,113.9
195,5,5.796,4.112,118.366
195,6,6.721,4.403,122.164
195,7,7.537,4.796,125.476
195,8,8.167,5.141,128.726
195,9,8.916,5.391,131.823
195,10,9.594,5.88,135.171
195,11,10.38,5.808,138.159
195,12,11.077,6.181,141.657
195,13,11.818,6.229,145.113
195,14,12.361,6.197,147.476
195,15,13.074,6.074,149.906
195,16,13.284,5.971,151.837
195,17,13.443,5.878,153.801
195,18,12.471,6.029,154.871
195,19,12.776,6.312,157.503
195,20,12.175,6.37,159.595
195,21,11.561,6.941,104.54
195,22,12.266,7.985,121.089
195,23,12.116,8.474,122.862
195,24,12.778,8.244,125.986
195,25,14.229,10.555,130.372
195,26,11.848,14.163,131.005
195,27,5.633,6.881,118.382
195,28,14.26,14.048,117.181
195,29,15.332,13.893,120.616
195,30,15.439,14.492,122.947
195,31,15.518,14.615,125.267
195,32,14.898,16.14,127.016
195,33,14.307,17.185,130.08
195,34,14.073,17.061,132.368
195,35,14.502,17.741,136.063
195,36,14.954,17.898,140.327
195,37,15.143,18.531,144.13
195,38,14.564,20.693,149.994
195,39,13.803,21.378,175.833
195,40,13.466,22.964,177.801
195,41,14.351,41.135,185.08
195,42,14.228,42.28,190.06
195,43,13.701,41.548,211.001
195,44,14.503,40.22,213.179
195,45,11.086,40.308,212.152
195,46,11.669,27.753,200.525
195,47,6.237,21.904,190.428
195,48,4.861,22.123,190.981
195,49,6.001,39.812,193.182
195,50,7.032,39.081,196.367
195,51,8.416,37.957,199.076
195,52,9.497,36.613,201.934
195,53,8.507,36.232,204.276
195,54,6.567,36.077,205.636
195,55,6.067,35.591,208.663
195,56,5.836,34.901,211.839
195,57,6.381,33.825,216.216
195,58,7.565,33.637,220.574
195,59,8.958,35.459,224.806
195,60,9.954,34.823,228.579
195,61,11.642,34.225,231.808
195,62,9.445,35.131,234.689
195,63,7.041,36.512,236.08
195,64,7.34,37.107,105.939
195,65,9.439,37.655,62.538
196,1,1.504,1.367,16.818
196,2,2.663,1.289,23.032
196,3,2.84,2.383,27.088
196,4,3.203,2.652,32.481
196,5,2.999,3.332,37.113
196,6,2.829,4.213,42.211
196,7,2.772,5.042,47.769
196,8,2.759,6.217,53.126
196,9,3.142,7.222,58.306
196,10,3.241,8.151,63.286
196,11,2.45,8.881,67.932
196,12,2.199,9.809,74.897
196,13,2.331,10.448,81.055
196,14,2.034,11.539,89.783
196,15,3.547,10.146,93.843
196,16,3.852,11.014,118.276
196,17,3.744,13.605,125.411
196,18,19.017,0.91,129.332
196,19,19.498,1.134,143.813
196,20,19.376,1.276,150.188
196,21,17.69,1.152,154.474
196,22,16.49,1.036,159.126
196,23,15.557,1.052,163.46
196,24,14.888,0.812,166.211
196,25,12.318,1.181,168.656
196,26,10.377,1.326,173.251
196,27,8.567,0.837,175.009
196,28,9.541,0.864,177.14
196,29,12.156,0.855,180.072
196,30,14.524,16.999,183.164
196,31,33.749,1.759,186.322
196,32,34.335,0.95,188.394
196,33,35.019,0.566,188.96
196,34,36.831,0.416,191.72
196,35,38.981,0.488,194.439
196,36,40.817,0.544,197.604
196,37,23.319,0.459,179.922
196,38,27.191,2.951,265.247
196,39,25.773,5.448,268.597
196,40,23.287,8.433,267.987
196,41,21.918,9.504,270.842
196,42,30.752,7.953,270.503
196,43,29.331,9.032,269.276
196,44,26.978,9.863,266.814
196,45,25.281,28.647,265.683
196,46,23.757,33.453,264.672
196,47,22.031,33.896,262.397
196,48,21.603,34.784,261.801
196,49,20.987,35.852,261.369
196,50,20.888,36.789,262.434
196,51,21.402,38.408,263.361
196,52,20.817,39.798,261.719
196,53,21.885,39.087,260.62
196,54,21.826,39.831,260.492
196,55,21.853,40.132,260.018
196,56,20.139,40.804,260.268
196,57,18.9,40.821,257.56
196,58,17.065,42.77,255.815
196,59,17.019,44.225,256.596
196,60,31.314,30.792,256.46
196,61,32.253,30.643,255.754
196,62,31.823,30.187,253.468
196,63,27.254,30.922,249.151
196,64,25.883,31.383,246.482
196,65,25.188,32.202,244.226
196,66,25.656,32.734,243.555
196,67,26.335,32.984,242.3
196,68,25.799,34.478,240.269
196,69,23.991,35.567,238.045
196,70,22.256,37.137,235.985
196,71,21.287,37.598,240.026
196,72,20.985,38.85,244.081
196,73,21.655,37.559,249.127
196,74,19.893,39.149,251.412
196,75,17.53,38.259,251.414
196,76,14.951,37.103,251.974
196,77,12.283,35.838,166.087
196,78,11.475,29.903,60.363
197,1,1.285,1.037,96.876
197,2,1.294,0.706,55.173
197,3,1.405,0.733,14.388
197,4,1.358,0.67,14.076
197,5,0.436,0.641,9.773
197,6,0.617,2.364,14.293
197,7,0.333,3.55,17.142
197,8,0.339,4.613,20.01
197,9,0.401,6.719,23.32
197,10,0.307,8.487,27.042
197,11,0.506,10.547,31.388
197,12,0.753,11.736,35.255
197,13,0.485,14.084,54.472
197,14,0.697,15.612,89.806
197,15,0.868,16.615,146.133
197,16,2.142,1.43,128.774
197,17,0.35,1.266,86.722
197,18,0.911,4.07,90.815
197,19,6.156,2.705,96.55
197,20,2.866,3.252,123.281
197,21,0.924,1.891,127.875
197,22,0.088,1.107,87.865
197,23,2.637,1.126,463.347
197,24,2.709,2.448,472.677
197,25,2.416,3.241,477.067
197,26,1.991,4.668,479.49
197,27,1.41,5.727,481.284
197,28,0.81,6.512,482.899
197,29,0.993,7.015,484.796
197,30,1.09,8.203,486.693
197,31,0.668,10.71,490.137
197,32,0.74,12.852,492.148
197,33,0.499,14.565,493.773
197,34,0.759,16.045,496.249
197,35,18.134,1.602,499.178
197,36,19.241,1.998,501.744
197,37,20.407,0.493,503.339
197,38,22.306,0.135,507.685
197,39,22.423,8.205,510.247
197,40,21.62,24.41,511.662
197,41,20.5,26.446,516.045
197,42,18.989,28.702,517.549
197,43,17.289,31.144,518.108
197,44,2.924,30.198,504.102
197,45,7.267,28.219,506.906
197,46,9.039,29.041,509.196
197,47,11.525,29.093,511.481
197,48,14.156,34.142,514.223
197,49,16.665,33.64,515.793
197,50,2.121,33.417,500.855
197,51,1.85,32.682,499.495
197,52,3.147,32.832,501.063
197,53,5.167,31.14,501.847
197,54,6.467,30.019,502.549
197,55,6.951,43.853,503.363
197,56,6.815,46.431,504.07
197,57,7.549,45.828,505.684
197,58,8.562,45.851,506.403
197,59,10.481,44.981,507.112
197,60,12.846,43.597,507.728
197,61,14.328,42.75,507.522
197,62,15.738,41.405,507.21
197,63,16.272,40.856,507.904
197,64,15.657,41.517,160.891
197,65,15.956,41.09,161.746
197,66,15.811,41.653,162.155
197,67,15.532,42.31,162.196
197,68,15.855,42.958,163.927
197,69,16.662,43.396,81.512
198,1,1.506,0.498,14.144
198,2,2.705,0.65,20.272
198,3,3.972,0.6,96.464
198,4,5.279,0.705,98.638
198,5,6.435,0.655,104.411
198,6,7.399,0.86,106.158
198,7,8.153,0.707,108.064
198,8,8.52,1.063,110.028
198,9,10.006,0.489,112.043
198,10,11.06,0.513,114.336
198,11,11.837,0.62,116.572
198,12,12.468,0.545,119.043
198,13,13.362,0.485,121.376
198,14,13.441,0.702,123.458
198,15,13.226,0.607,124.788
198,16,13.522,0.52,126.647
198,17,12.879,0.472,126.976
198,18,12.714,0.572,128.049
198,19,13.979,0.405,250.569
198,20,15.574,0.584,252.764
198,21,16.893,0.396,254.578
198,22,15.673,3.111,254.074
198,23,0.022,11.133,236.92
198,24,16.217,2.495,240.442
198,25,18.008,4.657,243.852
198,26,17.764,4.59,245.9
198,27,18.026,4.789,249.414
198,28,18.253,4.755,251.905
198,29,18.86,4.377,254.423
198,30,20.055,5.583,257.252
198,31,22.001,5.33,261.575
198,32,22.313,6.486,264.121
198,33,22.624,7.432,266.667
198,34,23.131,7.549,269.194
198,35,22.67,7.42,273.394
198,36,23.202,8.181,277.605
198,37,24.132,8.591,279.919
198,38,24.406,8.77,280.704
198,39,24.952,8.763,282.732
198,40,25.22,8.583,284.277
198,41,24.922,9.034,284.614
198,42,24.743,9.197,284.883
198,43,27.916,5.799,287.721
198,44,33.701,6.861,289.718
198,45,30.014,7.721,288.087
198,46,9.158,7.866,270.308
198,47,8.98,7.544,271.286
198,48,7.991,7.227,271.346
198,49,7.35,7.065,271.931
198,50,8.126,6.17,272.996
198,51,8.247,7.313,274.791
198,52,7.11,7.497,275.961
198,53,7.162,6.811,280.555
198,54,11.11,2.307,302.864
198,55,16.69,11.865,304.318
198,56,29.326,1.69,304.4
198,57,30.052,0.461,304.895
198,58,30.168,0.416,304.487
198,59,30.749,0.487,304.142
198,60,31.151,0.527,307.39
198,61,30.768,0.503,309.218
198,62,30.316,0.453,309.86
198,63,29.746,0.483,310.337
198,64,28.103,0.274,307.972
198,65,27.187,0.513,305.926
198,66,25.119,0.602,303.302
198,67,23.52,0.555,301.31
198,68,22.326,0.632,301.032
198,69,21.366,0.674,240.643
198,70,20.344,0.618,149.322
198,71,19.575,0.172,66.965
199,1,0.375,1.159,23.299
199,2,0.714,1.059,35.646
199,3,1.037,0.867,43.851
199,4,3.152,0.529,50.777
199,5,5.487,1.511,59.208
199,6,5.302,3.464,68.452
199,7,5.668,4.352,76.709
199,8,4.759,5.428,85.428
199,9,4.197,5.02,94.032
199,10,3.863,5.295,108.809
199,11,3.896,5.494,117.144
199,12,4.192,3.829,130.497
199,13,3.953,5.263,139.773
199,14,5.342,3.089,150.245
199,15,3.598,3.519,158.179
199,16,4.194,3.767,169.638
199,17,3.968,5.409,180.087
199,18,4.123,8.689,195.932
199,19,4.438,18.793,202.622
199,20,5.561,24.924,209.088
199,21,12.199,19.51,213.166
199,22,29.741,7.325,215.646
199,23,23.393,6.449,216.89
199,24,2.986,5.873,235.506
199,25,2.115,5.233,239.938
199,26,1.434,6.022,243.681
199,27,0.761,6.656,247.807
199,28,1.134,7.242,252.402
199,29,0.988,9.089,256.99
199,30,1.704,9.231,262.854
199,31,2.656,8.789,268.207
199,32,3.524,9.72,278.01
199,33,3.672,11.44,284.77
199,34,4.091,12.771,292.122
199,35,3.784,14.346,308.17
199,36,3.237,16.393,320.306
199,37,3.54,18.33,330.242
199,38,24.316,25.343,340.95
199,39,29.062,33.26,357.841
199,40,39.825,39.482,470.717
199,41,42.18,18.083,489.316
199,42,41.9,18.302,504.507
199,43,38.515,21.071,507.182
199,44,34.153,18.46,501.801
199,45,13.747,10.653,516.562
199,46,2.012,1.984,502.895
199,47,1.858,1.498,451.101
199,48,2.473,1.867,396.349
199,49,2.023,1.147,346.817
199,50,0.824,4.5,357.898
199,51,3.711,4.197,365.127
199,52,6.007,3.607,376.609
199,53,9.846,2.061,388.514
199,54,12.406,1.957,398.886
199,55,14.937,1.525,413.026
199,56,17.927,0.946,449.282
199,57,18.788,2.804,287.791
199,58,20.635,4.734,293.692
199,59,23.414,5.631,185.864
199,60,22.465,6.734,29.199
200,1,0.866,0.432,30.523
200,2,0.832,0.613,16.424
200,3,0.342,0.29,15.994
200,4,0.786,0.379,24.14
200,5,1.323,0.987,26.333
200,6,0.685,1.766,28.865
200,7,0.398,1.176,30.29
200,8,0.429,1.315,32.857
200,9,0.486,1.418,35.472
200,10,0.582,1.81,38.289
200,11,0.491,2.262,40.881
200,12,0.662,2.199,43.027
200,13,0.736,3.195,45.379
200,14,1.081,3.259,47.789
200,15,1.033,3.799,50.134
200,16,1.065,4.284,52.412
200,17,5.946,5.811,55.219
200,18,5.524,8.959,56.353
200,19,5.133,9.889,63.704
200,20,5.201,10.454,63.838
200,21,8.168,8.233,65.015
200,22,17.24,7.479,86.19
200,23,17.808,6.108,88.284
200,24,18.534,5.151,90.525
200,25,19.201,4.035,92.975
200,26,19.409,2.792,96.859
200,27,19.326,2.616,100.293
200,28,21.417,0.246,102.374
200,29,21.193,21.783,105.583
200,30,20.641,23.858,108.678
200,31,20.272,25.862,109.61
200,32,20.906,27.711,113.587
200,33,20.514,29.542,116.506
200,34,16.188,30.888,115.186
200,35,7.998,23.541,101.414
200,36,5.887,23.508,100.966
200,37,15.164,7.809,96.82
200,38,15.256,7.385,100.028
200,39,15.077,7.971,101.86
200,40,14.821,7.898,103.576
200,41,15.888,6.813,105.213
200,42,15.936,6.355,107.797
200,43,16.175,5.592,109.618
200,44,16.529,4.618,111.213
200,45,20.182,0.767,112.641
200,46,20.134,1.02,113.961
200,47,20.025,1.012,116.999
200,48,20.434,1.129,122.476
200,49,20.287,1.689,147.14
200,50,19.635,1.855,148.808
200,51,19.245,1.894,153.827
200,52,18.276,4.358,157.979
200,53,16.606,24.366,158.711
200,54,15.836,24.586,158.667
200,55,15.372,24.799,159.817
200,56,14.559,25.267,161.027
200,57,14.372,24.892,162.994
200,58,14.622,24.196,169.811
200,59,15.349,23.925,173.295
200,60,16.838,21.97,175.135
200,61,16.437,23.732,178.348
200,62,15.636,25.599,180.574
200,63,15.256,26.821,182.026
200,64,14.977,28.434,184.028
200,65,15.051,29.041,186.596
200,66,15.485,29.274,189.81
200,67,15.107,29.922,192.865
200,68,13.787,31.591,196.603
200,69,13.753,31.15,321.398
200,70,12.632,32.282,142.015
200,71,5.289,33.804,73.624
201,1,1.477,0.82,13.068
201,2,1.268,1.104,17.438
201,3,1.278,0.887,21.994
201,4,1.523,0.746,26.475
201,5,1.622,0.799,30.742
201,6,1.436,1.078,34.921
201,7,1.317,1.039,39.774
201,8,1.41,0.876,52.844
201,9,1.672,0.733,55.568
201,10,1.614,0.849,57.731
201,11,1.497,1.484,60.119
201,12,1.529,0.853,62.149
201,13,1.636,0.417,64.267
201,14,2.152,4.03,69.261
201,15,1.897,3.907,72.494
201,16,1.823,3.987,76.654
201,17,1.687,4.284,81.01
201,18,1.494,4.548,85.046
