raceId,lap,p1_p2,p2_p3,p1_last
115,46,22.856,0.692,197.505
115,47,22.88,2.353,200.616
115,48,0.732,1.966,180.199
115,49,1.89,1.277,181.194
115,50,3.376,0.65,183.171
115,51,4.795,0.476,187.763
115,52,7.221,0.534,213.764
115,53,8.822,0.563,221.827
115,54,10.256,0.808,222.756
115,55,0.753,2.76,212.502
115,56,0.575,2.4,212.712
115,57,0.309,2.066,212.597
115,58,0.669,1.251,213.465
115,59,0.711,0.997,214.326
115,60,0.462,0.665,215.391
115,61,0.677,0.679,219.303
115,62,0.568,0.912,220.812
115,63,0.497,0.88,223.792
115,64,0.515,0.99,225.696
115,65,0.548,0.754,227.689
115,66,0.616,0.848,237.472
115,67,0.774,0.728,190.867
115,68,0.816,0.663,195.308
115,69,0.464,0.662,123.192
115,70,0.784,0.571,70.502
116,1,1.175,0.736,13.015
116,2,1.817,0.651,17.284
116,3,2.687,0.559,21.057
116,4,3.904,0.358,25.417
116,5,4.823,0.485,29.034
116,6,5.345,0.697,33.418
116,7,5.895,0.876,38.62
116,8,6.183,1.071,43.14
116,9,6.44,1.33,49.407
116,10,6.406,1.383,54.293
116,11,6.661,1.355,63.329
116,12,7.399,1.035,70.189
116,13,8.033,1.058,72.714
116,14,8.481,1.034,104.937
116,15,8.691,1.092,136.257
116,16,5.404,4.328,135.813
116,17,6.327,1.049,134.489
116,18,10.245,2.889,138.434
116,19,21.312,6.514,140.915
116,20,21.722,6.757,144.071
116,21,19.384,6.605,144.722
116,22,4.371,3.42,128.547
116,23,4.245,4.467,132.107
116,24,4.386,4.757,135.09
116,25,4.839,4.527,139.071
116,26,3.583,5.199,135.276
116,27,3.443,5.289,142.15
116,28,3.661,5.677,146.916
116,29,3.632,6.235,153.011
116,30,3.583,6.58,158.889
116,31,3.859,6.829,164.155
116,32,4.231,7.041,170.067
116,33,4.192,7.441,175.353
116,34,4.27,8.154,182.082
116,35,4.625,8.528,190.352
116,36,7.982,5.834,197.457
116,37,14.476,1.876,206.498
116,38,15.004,18.365,237.835
116,39,14.834,18.865,241.588
116,40,18.785,16.117,246.383
116,41,32.937,3.319,248.549
116,42,13.046,0.698,231.289
116,43,15.967,6.787,237.842
116,44,16.181,8.163,242.795
116,45,16.745,9.521,247.523
116,46,16.741,10.482,251.493
116,47,17.941,9.625,256.552
116,48,19.212,9.847,261.91
116,49,19.523,10.515,265.9
116,50,18.971,12.03,271.127
116,51,18.702,14.597,275.615
116,52,18.073,16.831,280.455
116,53,18.227,17.997,287.117
116,54,18.473,18.142,294.061
116,55,17.936,18.824,298.345
116,56,18.828,18.478,303.212
116,57,19.558,18.134,307.716
116,58,18.401,20.216,257.835
116,59,17.373,22.878,161.631
116,60,16.821,22.852,66.162
117,1,1.215,1.056,12.861
117,2,1.924,1.447,19.537
117,3,2.753,1.514,21.296
117,4,3.3,1.708,25.737
117,5,3.569,1.868,28.582
117,6,3.568,2.251,31.847
117,7,3.589,2.239,35.246
117,8,3.617,2.452,38.743
117,9,3.733,3.101,43.334
117,10,3.657,3.277,47.036
117,11,3.892,3.49,51.672
117,12,4.329,3.782,63.206
117,13,4.716,3.836,66.24
117,14,4.499,4.003,69.353
117,15,4.542,4.388,72.899
117,16,4.83,6.132,90.043
117,17,5.626,10.858,92.683
117,18,24.402,1.839,94.356
117,19,6.423,2.788,80.954
117,20,6.751,3.679,86.702
117,21,7.912,3.073,91.434
117,22,7.519,4.561,96.923
117,23,7.488,5.106,105.864
117,24,8.417,4.92,108.996
117,25,8.683,6.515,111.805
117,26,8.235,7.201,115.566
117,27,8.054,8.344,119.378
117,28,8.235,8.436,123.196
117,29,8.251,8.537,126.884
117,30,8.158,8.719,139.09
117,31,7.896,10.506,142.908
117,32,7.806,12.329,145.873
117,33,6.554,18.307,148.98
117,34,7.509,18.226,155.14
117,35,23.75,3.352,158.204
117,36,6.031,15.513,145.639
117,37,6.3,16.879,150.475
117,38,6.066,18.31,154.883
117,39,6.034,18.624,158.614
117,40,3.894,19.175,162.582
117,41,4.002,18.776,173.835
117,42,5.441,17.532,177.392
117,43,4.403,18.24,184.539
117,44,4.262,19.119,188.497
117,45,3.576,19.679,192.971
117,46,2.557,20.539,196.382
117,47,2.755,22.242,225.178
117,48,2.614,24.445,228.457
117,49,2.566,28.469,232.367
117,50,2.575,27.375,234.657
117,51,18.625,9.826,238.366
117,52,1.225,10.756,224.694
117,53,1.972,28.915,228.291
117,54,3.522,27.676,231.838
117,55,3.934,26.513,236.571
117,56,4.977,24.86,239.504
117,57,5.71,23.423,244.096
117,58,6.614,22.193,248.698
117,59,8.018,20.078,251.527
117,60,9.211,18.661,254.505
117,61,10.249,17.142,272.038
117,62,11.247,15.84,310.18
117,63,12.282,14.898,315.053
117,64,13.766,12.841,322.16
117,65,14.413,11.727,359.307
117,66,14.246,9.742,359.324
117,67,13.912,8.786,276.595
117,68,13.257,8.406,191.3
117,69,12.785,7.383,130.482
117,70,13.813,5.755,66.38
118,1,0.648,1.767,12.79
118,2,0.913,1.793,16.239
118,3,1.151,1.083,20.587
118,4,1.326,0.669,24.647
118,5,1.64,0.52,29.775
118,6,0.866,1.367,29.778
118,7,0.295,0.73,11.451
118,8,0.747,0.716,35.015
118,9,0.861,0.524,35.376
118,10,0.622,0.56,36.371
118,11,1.219,0.747,38.301
118,12,1.205,2.048,39.771
118,13,0.863,0.793,38.892
118,14,0.832,1.183,22.023
118,15,0.829,0.257,12.294
118,16,2.358,0.031,15.302
118,17,1.616,1.939,18.104
118,18,0.662,2.917,20.984
118,19,0.402,3.233,23.972
118,20,0.625,3.594,37.212
118,21,0.84,4.252,35.775
118,22,0.886,5.042,54.269
118,23,0.936,6.375,57.063
118,24,0.621,7.281,59.861
118,25,0.732,8.359,62.97
118,26,0.626,9.299,66.572
118,27,0.544,10.091,70.004
118,28,0.441,10.576,73.644
118,29,0.867,10.698,76.228
118,30,5.365,4.993,99.431
118,31,9.798,2.895,103.578
118,32,9.519,3.068,108.201
118,33,8.943,3.384,114.141
118,34,9.426,3.194,119.463
118,35,3.26,4.145,118.248
118,36,4.584,9.421,130.23
118,37,5.343,8.956,135.518
118,38,12.647,8.01,140.263
118,39,20.414,4.855,138.924
118,40,1.114,3.859,124.465
118,41,0.202,4.826,126.993
118,42,1.568,2.329,132.829
118,43,2.74,1.665,137.237
118,44,3.233,5.954,144.171
118,45,3.546,5.46,143.45
118,46,4.23,4.621,147.366
118,47,5.204,3.823,150.206
118,48,9.417,1.081,152.709
118,49,9.016,1.569,154.951
118,50,9.303,1.975,157.864
118,51,9.108,2.708,161.466
118,52,8.566,3.774,165.296
118,53,8.565,4.271,168.334
118,54,8.322,4.536,171.477
118,55,7.882,4.694,173.772
118,56,7.5,5.182,177.271
118,57,6.852,5.612,179.979
118,58,6.139,5.245,180.783
118,59,5.842,5.413,87.364
118,60,5.462,5.194,65.564
119,1,1.131,0.454,53.53
119,2,0.93,0.36,333.772
119,3,0.881,0.359,275.25
119,4,1.561,0.627,278.321
119,5,2.153,0.882,296.004
119,6,2.368,1.113,317.789
119,7,2.396,1.325,28.881
119,8,2.234,2.005,34.453
119,9,2.54,2.181,40.178
119,10,2.814,2.569,54.661
119,11,3.445,3.118,82.649
119,12,3.641,3.622,193.946
119,13,4.093,4.102,201.203
119,14,8.83,0.745,205.805
119,15,10.384,1.095,209.231
119,16,11.193,1.129,214.125
119,17,7.234,4.747,217.821
119,18,7.227,1.319,213.437
119,19,12.303,1.358,214.269
119,20,14.942,0.256,220.614
119,21,16.453,0.627,225.075
119,22,18.3,0.614,230.873
119,23,19.331,0.84,235.145
119,24,20.904,0.921,239.858
119,25,21.911,0.95,244.537
119,26,23.008,0.963,248.472
119,27,23.703,0.902,251.826
119,28,24.351,1.565,257.678
119,29,24.34,2.113,262.933
119,30,24.385,2.066,266.112
119,31,24.978,3.943,270.949
119,32,26.71,3.37,279.459
119,33,23.425,2.974,300.716
119,34,6.189,2.634,285.432
119,35,7.869,1.98,289.067
119,36,8.544,1.523,294.405
119,37,9.744,1.229,299.407
119,38,14.384,0.815,305.664
119,39,21.879,1.672,310.338
119,40,23.88,16.76,315.073
119,41,23.856,18.153,318.88
119,42,28.101,15.333,322.666
119,43,44.888,3.266,326.834
119,44,46.839,3.244,331.154
119,45,49.053,3.051,335.643
119,46,51.175,3.165,339.577
119,47,52.871,2.923,342.981
119,48,54.752,2.965,347.013
119,49,56.785,2.922,355.071
119,50,54.328,2.602,375.598
119,51,38.061,2.139,359.337
119,52,39.879,1.767,363.928
119,53,43.063,0.848,367.153
119,54,45.474,0.933,371.478
119,55,47.331,0.804,376.118
119,56,49.231,0.685,380.038
119,57,50.947,0.849,383.911
119,58,53.347,0.399,388.89
119,59,55.354,1.487,392.88
119,60,55.492,3.113,425.326
119,61,55.322,2.788,391.342
119,62,55.535,2.284,398.225
119,63,57.774,6.98,172.011
119,64,59.515,6.418,173.579
119,65,61.617,5.426,176.584
119,66,64.191,3.655,152.388
119,67,65.459,3.601,69.344
120,1,1.968,1.228,107.223
120,2,3.126,0.967,110.617
120,3,7.384,0.265,115.321
120,4,10.278,0.324,117.052
120,5,12.019,0.772,120.051
120,6,13.888,0.657,122.986
120,7,15.568,0.623,124.741
120,8,16.744,0.576,126.149
120,9,17.458,0.665,127.497
120,10,18.447,0.823,131.753
120,11,19.823,0.809,136.535
120,12,21.061,0.605,138.215
120,13,19.41,2.451,137.763
120,14,1.942,2.763,120.446
120,15,1.128,4.024,124.342
120,16,8.521,0.647,148.125
120,17,9.82,3.959,149.54
120,18,12.956,10.615,152.505
120,19,23.62,5.798,154.696
120,20,23.535,7.014,156.514
120,21,23.754,7.871,158.023
120,22,24.181,8.387,161.033
120,23,24.63,8.692,164.482
120,24,25.414,9.381,166.228
120,25,27.915,7.376,169.331
120,26,26.974,7.981,177.088
120,27,26.951,8.742,181.377
120,28,26.462,11.345,186.122
120,29,26.66,12.566,192.468
120,30,23.572,14.202,195.174
120,31,1.927,17.484,178.271
120,32,1.896,23.301,186.29
120,33,4.571,20.009,216.01
120,34,23.45,2.843,220.509
120,35,24.85,0.768,225.965
120,36,25.35,1.579,230.01
120,37,25.125,1.44,234.107
120,38,25.493,1.197,239.084
120,39,25.497,9.314,244.151
120,40,25.695,11.001,251.672
120,41,25.827,11.59,258.082
120,42,25.956,11.893,264.381
120,43,25.29,14.637,268.26
120,44,25.456,14.474,273.227
120,45,25.153,14.147,280.291
120,46,25.085,14.887,285.627
120,47,25.679,15.661,290.703
120,48,27.202,14.795,296.605
120,49,24.625,14.924,298.954
120,50,0.73,15.275,285.729
120,51,3.752,14.753,314.971
120,52,25.262,0.997,319.292
120,53,24.15,3.655,324.064
120,54,23.812,11.383,328.299
120,55,23.542,10.337,331.997
120,56,22.977,9.835,339.46
120,57,22.053,10.01,343.09
120,58,21.622,9.768,347.24
120,59,21.169,9.512,350.905
120,60,20.819,9.564,357.642
120,61,20.852,9.651,363.14
120,62,20.074,21.143,368.428
120,63,19.907,20.993,372.932
120,64,20.331,19.842,379.388
120,65,20.302,18.738,384.074
120,66,19.102,19.381,392.452
120,67,19.198,18.893,297.062
120,68,19.885,18.145,204.76
120,69,19.959,17.925,136.339
120,70,16.768,17.769,72.643
121,1,0.734,1.22,103.554
121,2,0.731,2.036,139.551
121,3,1.28,2.283,103.262
121,4,1.717,2.092,107.841
121,5,1.801,1.934,112.283
121,6,2.085,1.512,117.488
121,7,2.486,1.046,122.112
121,8,2.558,0.939,126.761
121,9,3.113,0.705,132.974
121,10,3.506,0.843,139.552
121,11,4.108,1.216,145.083
121,12,4.333,1.263,150.144
121,13,4.645,1.256,157.115
121,14,4.979,5.997,162.909
121,15,1.005,21.81,165.496
121,16,21.526,2.077,171.962
121,17,3.433,2.429,196.295
121,18,3.003,3.404,200.443
121,19,2.793,3.752,204.127
121,20,2.559,4.013,209.062
121,21,2.492,4.102,214.024
121,22,2.493,4.086,217.273
121,23,2.314,4.267,221.035
121,24,1.839,4.497,224.678
121,25,1.689,4.816,228.515
121,26,1.673,4.973,240.509
121,27,1.349,5.513,283.447
121,28,0.956,5.538,141.776
121,29,0.951,5.568,145.681
121,30,1.395,5.708,150.243
121,31,1.294,10.999,154.424
121,32,6.17,7.004,167.995
121,33,13.736,16.758,203.46
121,34,14.888,11.273,203.78
121,35,1.66,1.646,180.538
121,36,1.382,13.087,185.591
121,37,1.31,13.648,189.974
121,38,1.287,14.254,194.402
121,39,1.258,14.225,198.744
121,40,2.379,13.246,201.821
121,41,3.233,12.88,205.303
121,42,3.612,12.491,208.655
121,43,3.653,12.165,211.818
121,44,5.837,10.805,215.675
121,45,6.223,10.283,218.883
121,46,6.762,9.688,222.078
121,47,7.07,9.91,224.644
121,48,7.011,9.399,227.079
121,49,7.608,9.581,230.17
121,50,7.708,9.267,233.039
121,51,7.63,8.438,236.001
121,52,7.151,7.949,164.462
121,53,5.294,6.541,27.891
122,1,1.614,0.503,48.219
122,2,2.489,0.167,65.738
122,3,2.796,0.854,92.057
122,4,2.225,1.5,103.412
122,5,1.405,2.625,108.286
122,6,2.404,4.441,111.15
122,7,3.283,3.255,114.748
122,8,3.415,3.041,118.851
122,9,3.698,3.363,149.798
122,10,2.873,3.91,160.288
122,11,2.091,4.564,162.511
122,12,1.882,4.604,167.42
122,13,1.29,5.177,171.349
122,14,1.064,5.621,174.382
122,15,7.0,1.012,179.223
122,16,6.607,0.924,182.481
122,17,7.376,3.329,185.858
122,18,10.259,1.189,189.151
122,19,2.646,13.223,221.241
122,20,1.1,6.109,299.454
122,21,10.661,0.136,308.366
122,22,9.885,1.809,273.608
122,23,0.966,3.625,260.156
122,24,2.034,6.83,261.878
122,25,3.005,6.603,261.961
122,26,4.561,6.097,264.464
122,27,5.334,5.858,267.942
122,28,5.874,4.977,270.051
122,29,5.736,4.319,273.385
122,30,5.382,3.504,276.595
122,31,5.406,2.306,279.332
122,32,5.417,0.464,282.907
122,33,6.522,0.945,284.53
122,34,4.265,2.647,283.793
122,35,3.454,3.332,282.325
122,36,1.556,4.959,281.611
122,37,0.245,5.145,279.781
122,38,1.098,4.566,277.339
122,39,1.743,5.741,277.712
122,40,1.909,6.86,277.859
122,41,2.583,7.58,278.193
122,42,10.022,26.161,303.286
122,43,10.588,25.309,314.663
122,44,12.092,24.655,314.429
122,45,13.749,23.539,317.317
122,46,14.565,24.901,319.414
122,47,15.266,25.17,319.526
122,48,12.52,11.865,304.334
122,49,3.826,2.741,292.123
122,50,5.476,9.086,293.222
122,51,15.407,2.884,294.655
122,52,16.477,2.495,297.518
122,53,17.59,1.447,299.035
122,54,19.692,0.149,301.126
122,55,20.217,1.536,303.001
122,56,20.867,2.143,305.258
122,57,21.288,3.135,307.678
122,58,21.318,4.621,310.413
122,59,22.225,4.774,312.797
122,60,22.245,6.261,314.933
122,61,22.293,6.704,317.699
122,62,22.897,7.129,319.912
122,63,22.861,7.956,322.415
122,64,22.879,9.363,326.56
122,65,23.11,10.4,330.765
122,66,23.434,11.154,333.517
122,67,22.066,12.287,334.023
122,68,21.741,13.484,335.736
122,69,21.438,14.968,340.922
122,70,20.639,16.161,218.362
122,71,19.989,17.141,219.306
122,72,19.67,17.984,143.792
122,73,18.258,19.706,56.403
123,1,1.362,0.16,28.322
123,2,3.465,0.536,33.456
123,3,4.401,0.996,38.554
123,4,4.445,1.751,43.697
123,5,3.937,2.105,48.15
123,6,3.544,2.335,52.652
123,7,3.647,2.111,59.816
123,8,3.326,2.31,63.762
123,9,1.748,13.296,67.457
123,10,0.718,14.936,71.725
123,11,0.505,14.136,76.13
123,12,0.675,10.02,101.376
123,13,1.381,3.245,91.96
123,14,4.298,0.855,96.88
123,15,4.799,0.812,102.954
123,16,0.245,1.607,104.488
123,17,2.375,11.095,111.661
123,18,14.873,5.234,119.55
123,19,15.565,6.965,131.508
123,20,16.201,7.659,139.544
123,21,16.703,8.833,147.774
123,22,17.302,10.039,154.471
123,23,18.165,10.704,161.801
123,24,19.299,11.243,170.706
123,25,20.221,12.119,177.064
123,26,19.437,9.141,179.278
123,27,8.441,7.715,164.001
123,28,9.204,8.619,169.427
123,29,10.195,8.629,174.812
123,30,10.609,9.085,180.163
123,31,10.807,9.461,189.682
123,32,11.279,9.676,224.6
123,33,15.95,7.881,231.308
123,34,23.998,14.298,238.651
123,35,23.723,15.309,244.227
123,36,23.195,16.152,249.919
123,37,22.231,17.313,256.497
123,38,21.846,18.488,261.293
123,39,21.129,19.471,270.366
123,40,16.163,20.932,272.462
123,41,2.59,16.152,259.767
123,42,16.407,0.162,261.696
123,43,16.316,0.223,267.067
123,44,15.992,0.272,272.846
123,45,15.415,0.368,276.483
123,46,15.797,0.497,280.958
123,47,16.295,0.471,285.69
123,48,16.37,0.564,292.534
123,49,16.703,0.747,296.839
123,50,16.444,0.9,300.31
123,51,15.997,0.734,243.528
123,52,15.002,0.662,130.285
123,53,11.085,0.529,71.005
124,1,0.954,1.534,1061.023
124,2,1.227,1.267,1034.661
124,3,0.617,1.525,1016.998
124,4,0.861,1.285,962.572
124,5,0.653,0.48,908.057
124,6,3.056,0.167,909.637
124,7,4.5,0.14,912.026
124,8,6.679,0.29,914.974
124,9,2.003,2.128,916.391
124,10,1.894,0.702,847.925
124,11,0.066,1.887,785.428
124,12,1.018,5.154,788.757
124,13,0.266,5.475,792.165
124,14,0.145,4.085,794.339
124,15,0.166,3.002,796.68
124,16,0.152,1.274,211.434
124,17,2.218,0.636,116.971
124,18,4.792,0.462,121.668
124,19,6.229,0.649,125.626
124,20,7.97,0.828,130.162
124,21,9.294,0.669,403.928
124,22,11.39,0.888,415.912
124,23,13.806,0.62,419.751
124,24,14.527,0.688,423.137
124,25,15.848,0.755,427.14
124,26,17.579,0.432,431.456
124,27,18.024,0.607,434.195
124,28,18.537,0.677,437.091
124,29,20.088,0.535,440.321
124,30,19.456,0.869,441.823
124,31,20.008,1.154,446.588
124,32,20.705,2.306,451.019
124,33,21.218,3.056,457.049
124,34,21.847,2.437,460.945
124,35,21.501,3.02,463.875
124,36,21.602,2.323,466.955
124,37,22.423,24.055,468.934
124,38,21.728,4.168,445.985
124,39,21.687,3.974,442.788
124,40,23.593,3.26,469.087
124,41,24.74,3.896,476.388
124,42,26.327,3.538,477.631
124,43,27.43,4.973,479.636
124,44,28.46,5.911,483.055
124,45,29.424,5.88,486.473
124,46,30.289,4.817,489.644
124,47,30.7,5.959,492.275
124,48,30.444,5.43,493.238
124,49,30.255,4.934,495.066
124,50,30.053,4.291,495.958
124,51,29.513,4.144,496.661
124,52,28.488,4.307,497.405
124,53,27.918,4.273,498.427
124,54,26.843,4.783,309.87
124,55,25.788,4.891,315.107
124,56,25.168,5.228,281.384
124,57,24.552,4.715,189.13
124,58,18.627,6.439,25.066
125,1,1.433,1.912,166.732
125,2,2.329,2.603,167.424
125,3,2.735,3.782,274.858
125,4,3.225,4.795,276.479
125,5,3.371,5.67,277.882
125,6,3.529,6.546,280.023
125,7,3.833,6.983,282.333
125,8,4.358,7.744,284.993
125,9,4.816,8.604,288.342
125,10,4.877,9.852,290.46
125,11,4.907,10.828,292.649
125,12,5.28,11.811,294.626
125,13,5.969,11.982,296.952
125,14,6.192,12.602,299.273
125,15,6.083,13.953,301.913
125,16,6.04,15.052,303.839
125,17,5.699,16.598,306.856
125,18,5.125,18.429,308.573
125,19,5.384,18.967,310.67
125,20,5.8,19.767,313.276
125,21,1.823,20.484,312.128
125,22,21.484,0.698,312.965
125,23,22.265,0.503,315.66
125,24,24.413,13.892,318.148
125,25,24.137,14.336,319.906
125,26,24.894,14.732,322.852
125,27,24.058,14.937,326.731
125,28,24.469,15.354,329.926
125,29,25.622,15.894,340.832
125,30,26.858,16.339,376.114
125,31,23.657,20.864,375.248
125,32,3.892,35.928,355.364
125,33,5.076,34.161,360.98
125,34,5.133,32.738,364.363
125,35,2.101,33.267,363.22
125,36,24.264,6.66,362.56
125,37,23.368,5.03,364.115
125,38,21.983,2.869,364.94
125,39,22.261,4.296,366.85
125,40,46.463,1.534,367.914
125,41,48.313,0.62,369.704
125,42,48.965,0.516,373.398
125,43,50.295,0.378,378.191
125,44,51.581,1.633,381.072
125,45,51.229,2.572,383.868
125,46,51.318,3.338,388.161
125,47,51.021,4.378,390.411
125,48,50.895,5.166,392.41
125,49,51.641,4.14,393.164
125,50,50.482,5.398,394.763
125,51,49.887,5.606,397.068
125,52,48.57,7.308,399.525
125,53,46.94,9.295,402.877
125,54,45.12,12.434,293.072
125,55,43.042,19.147,201.439
125,56,39.699,22.095,69.766
126,1,1.563,0.468,32.488
126,2,2.319,1.014,86.107
126,3,3.554,1.38,88.33
126,4,4.314,0.709,89.654
126,5,4.976,0.076,90.626
126,6,4.331,2.421,92.158
126,7,3.611,3.656,94.034
126,8,3.026,5.078,94.959
126,9,2.437,5.834,96.613
126,10,1.931,6.665,98.519
126,11,1.511,7.822,101.085
126,12,1.226,8.287,103.779
126,13,0.592,8.783,641.264
126,14,1.501,7.96,642.755
126,15,2.18,7.92,645.406
126,16,2.846,7.884,648.296
126,17,8.019,19.232,648.612
126,18,7.812,21.1,652.09
126,19,7.368,22.713,664.084
126,20,8.925,22.955,116.58
126,21,8.784,24.504,117.774
126,22,8.122,26.611,118.502
126,23,7.91,28.494,120.421
126,24,8.492,29.895,127.718
126,25,8.404,31.794,152.389
126,26,8.659,33.586,153.493
126,27,8.725,35.121,155.262
126,28,7.889,36.496,156.729
126,29,6.56,38.077,157.226
126,30,5.755,39.482,157.957
126,31,5.542,40.76,161.0
126,32,5.366,41.923,162.811
126,33,5.437,42.407,164.768
126,34,5.915,43.002,167.356
126,35,6.87,42.67,170.446
126,36,7.601,43.049,173.144
126,37,8.162,43.539,177.189
126,38,8.427,44.35,179.963
126,39,3.117,45.175,181.65
126,40,22.796,23.505,196.92
126,41,23.428,24.032,205.47
126,42,23.963,24.443,212.186
126,43,24.693,25.34,217.372
126,44,19.542,24.882,213.65
126,45,3.063,21.795,202.08
126,46,2.705,27.166,230.095
126,47,2.637,49.338,235.957
126,48,2.723,49.681,239.103
126,49,2.333,50.119,244.585
126,50,2.276,50.471,247.614
126,51,1.928,51.334,249.928
126,52,1.561,52.063,253.201
126,53,1.465,53.088,257.651
126,54,1.386,53.184,259.82
126,55,0.935,53.805,262.601
126,56,0.606,54.141,267.295
126,57,0.638,54.484,283.906
126,58,1.153,54.501,290.52
126,59,1.154,54.948,303.062
126,60,0.811,55.396,309.74
126,61,0.819,55.984,314.032
126,62,0.641,56.182,318.116
126,63,0.632,56.398,321.755
126,64,0.497,56.471,325.04
126,65,0.7,57.096,329.872
126,66,0.921,57.142,332.979
126,67,0.861,57.025,336.123
126,68,0.653,57.465,283.222
126,69,0.465,57.999,161.21
126,70,0.435,58.273,152.312
126,71,0.588,58.522,67.563
127,1,1.335,0.778,12.334
127,2,1.748,1.072,17.316
127,3,2.299,1.419,21.924
127,4,3.296,1.543,26.105
127,5,4.065,1.748,42.376
127,6,4.961,1.662,34.373
127,7,5.427,1.761,37.988
127,8,5.923,1.763,42.985
127,9,7.093,1.055,46.905
127,10,8.071,0.93,50.978
127,11,8.878,0.831,55.066
127,12,9.784,0.754,59.086
127,13,9.873,0.863,62.416
127,14,10.28,0.783,65.482
127,15,10.613,0.935,68.602
127,16,11.1,1.292,72.223
127,17,11.667,1.248,75.734
127,18,11.543,1.33,78.644
127,19,12.207,0.959,81.766
127,20,12.601,0.827,93.305
127,21,12.884,0.805,94.67
127,22,11.892,1.072,95.159
127,23,11.786,1.292,96.715
127,24,12.441,0.923,117.574
127,25,13.317,0.859,122.542
127,26,15.068,0.629,148.114
127,27,16.285,0.452,130.289
127,28,16.812,1.596,134.896
127,29,16.888,0.799,139.31
127,30,17.354,0.723,143.815
127,31,17.546,0.137,146.775
127,32,2.574,13.217,133.343
127,33,16.589,2.404,134.884
127,34,16.256,3.317,140.088
127,35,16.717,3.921,143.663
127,36,16.267,4.668,148.318
127,37,16.353,5.143,152.547
127,38,15.793,5.801,159.058
127,39,15.43,6.212,164.451
127,40,15.019,7.053,168.605
127,41,14.7,7.829,173.641
127,42,14.786,8.202,178.944
127,43,14.273,8.868,206.108
127,44,13.722,10.063,209.874
127,45,13.63,10.658,216.768
127,46,13.7,11.184,220.896
127,47,7.869,22.067,211.436
127,48,17.36,4.815,206.551
127,49,16.914,7.267,209.147
127,50,16.931,7.434,212.778
127,51,15.653,8.542,215.925
127,52,14.207,9.812,219.53
127,53,12.783,12.497,221.722
127,54,12.744,12.724,223.926
127,55,13.646,12.053,226.754
127,56,14.482,11.267,231.395
127,57,14.805,10.405,233.898
127,58,14.877,9.546,235.715
127,59,15.291,8.255,243.703
127,60,17.441,6.759,256.699
127,61,18.686,4.4,140.848
127,62,17.907,1.848,83.395
128,1,1.559,0.968,11.608
128,2,2.273,1.393,15.218
128,3,2.666,1.204,35.722
128,4,2.931,1.507,60.596
128,5,4.069,1.469,61.117
128,6,5.109,2.533,62.487
128,7,6.138,2.752,63.528
128,8,6.666,2.681,64.072
128,9,8.147,2.656,65.596
128,10,9.381,2.654,67.36
128,11,10.442,2.877,69.53
128,12,10.489,2.664,70.704
128,13,11.415,2.548,72.744
128,14,12.509,3.095,74.691
128,15,13.896,2.444,76.486
128,16,14.456,2.535,77.626
128,17,15.252,2.613,79.724
128,18,16.218,2.615,82.113
128,19,16.783,2.21,85.025
128,20,17.945,2.238,87.555
128,21,19.393,2.135,90.076
128,22,20.262,1.885,91.554
128,23,21.519,1.675,93.455
128,24,24.269,2.521,99.802
128,25,29.17,10.809,128.981
128,26,36.899,5.296,127.297
128,27,11.02,9.852,102.727
128,28,9.555,12.153,102.503
128,29,13.026,9.927,103.181
128,30,23.45,12.062,104.58
128,31,24.216,12.852,106.498
128,32,25.733,13.462,111.331
128,33,26.779,14.393,113.264
128,34,28.727,14.21,116.163
128,35,29.94,13.584,118.118
128,36,31.182,13.135,119.961
128,37,32.67,12.924,122.355
128,38,34.357,12.106,124.305
128,39,35.418,11.769,158.722
128,40,36.588,11.608,184.987
128,41,37.525,11.262,168.892
128,42,38.322,10.654,141.357
128,43,38.45,11.013,143.479
128,44,38.178,10.796,145.482
128,45,42.388,6.461,148.473
128,46,54.113,17.527,167.504
128,47,66.513,5.202,163.161
128,48,42.299,5.871,139.987
128,49,44.672,6.372,143.191
128,50,44.397,6.213,143.48
128,51,42.939,6.496,142.812
128,52,41.866,6.54,142.74
128,53,41.977,6.235,144.091
128,54,40.998,6.084,145.118
128,55,40.041,6.116,146.094
128,56,38.762,5.994,146.915
128,57,37.395,5.656,147.601
128,58,36.291,5.254,149.168
128,59,36.241,5.226,150.96
128,60,37.024,5.289,153.704
128,61,36.944,6.003,155.844
128,62,36.725,6.09,156.756
128,63,36.795,6.102,157.857
128,64,36.823,5.855,159.268
128,65,35.629,6.994,80.429
129,1,0.453,2.291,14.886
129,2,0.887,3.311,17.779
129,3,1.105,4.658,22.197
129,4,1.036,6.039,27.473
129,5,1.113,7.824,31.697
129,6,0.731,9.352,35.546
129,7,0.712,10.861,46.578
129,8,0.918,12.474,45.189
129,9,1.045,14.223,50.095
129,10,0.88,16.131,54.663
129,11,1.118,17.53,59.435
129,12,1.696,18.651,65.136
129,13,2.062,19.66,70.024
129,14,1.875,21.245,76.017
129,15,2.348,22.558,81.185
129,16,2.291,24.557,86.504
129,17,1.72,26.111,90.763
129,18,1.084,27.455,94.413
129,19,1.23,28.592,102.965
129,20,1.486,29.981,108.844
129,21,1.547,30.894,112.905
129,22,1.78,31.788,117.435
129,23,1.705,33.449,124.993
129,24,7.959,27.448,136.592
129,25,2.648,0.589,129.68
129,26,1.999,0.608,128.086
129,27,1.764,0.334,91.279
129,28,0.837,2.025,132.071
129,29,1.013,3.301,133.417
129,30,1.024,1.345,135.304
